
1381315028.04,0.0148026307424,9999,999,3000,0.939819458375,0.941323971916,0.0502536459999,0.20834529583,['ad'| 'account'| 'advertiser_account'| 'app_id'| 'campaign'| 'country'| 'device'| 'hour'| 'rtb'| 'site'| 'weekday'], 
1381317085.91,29.2469786008,999999,99999,3000,0.726230134949,0.720235874353,-1.14733556281,0.0351255093578,['ad'| 'account'| 'advertiser_account'| 'app_id'| 'campaign'| 'country'| 'device'| 'hour'| 'rtb'| 'site'| 'weekday'], 
